BusinessId,BusinessName,CategoryId,BusinessDescription,BusinessSlug,Tagline,AboutBrief,Description,Vision,WhyChooseUs,Address1,City,State,Country,Pincode,Landmark
DACC7470-2926-4D08-8279-234BBD3D1EF8,AATMOS PHARMA (OPC) PRIVATE LIMITED,F038AABD-FC99-434D-A005-A38F6014D663,<p><strong>AATMOS&nbsp;PHARMA&nbsp;—&nbsp;committed&nbsp;to&nbsp;quality&nbsp;medicines&nbsp;for&nbsp;healthier&nbsp;lives.</strong></p>,aatmos-pharma-opc-private-limited-common-disease-medicines-karnal,Quality Pharmaceutical Solutions for a Healthier Tomorrow,"A dedicated pharmaceutical supplier providing safe, affordable, and high-quality medicines to address chronic and common healthcare needs.","AATMOS PHARMA (OPC) PRIVATE LIMITED is a trusted B2B pharmaceutical partner focused on the distribution of essential medicines. We specialize in effective analgesics, antibiotics, and gastrointestinal care, ensuring strict adherence to regulatory compliance and safety standards. As a verified provider, we facilitate seamless, transparent pharmaceutical procurement for hospitals, retailers, and healthcare providers nationwide.","To improve global health by ensuring equitable access to quality-assured, affordable medical care.",Verified B2B Pharmaceutical Supplier on BONC Network,"H.NO. 618/8, URBAN ESTATE, KARNAL",KARNAL,Haryana,India,132001.0,
Strict Regulatory Compliance & Quality Protocols,,,,,,,,,,,,,,,
Consistent Supply of Essential & Chronic Care Medicines,,,,,,,,,,,,,,,
Patient-Centric Focus on Safety & Efficacy,1,,,,,,,,,,,,,,
CE9ABFED-8D00-4D44-999F-2352DF4D9BDF,GENERAL TECHNOLOGICAL ENTERPRISES,C979A585-73A2-4084-B904-C5CAD05F7825,"<h1><em>GENERAL TECHNOLOGICAL ENTERPRISES</em></h1><p><strong><em>Driving Performance with Reliable Auto Electrical Solutions</em></strong></p><p><strong>General Technological Enterprises is a trusted supplier of automobile electrical components and parts, delivering reliable, efficient, and high-performance solutions for the automotive industry. With a strong focus on quality and technology, we support smooth and safe vehicle operations across diverse applications.</strong></p><h3><br></h3><h4>Our Product Range</h4><p><strong><u>Automobile Electrical Components:</u></strong><u> </u>High-quality components designed for dependable vehicle performance.</p><p><strong><u>Auto Electrical Parts</u>:</strong> Parts suitable for various vehicle models and automotive systems.</p><h3><br></h3><h4>Why Choose Us</h4><p><strong><u>Superior Quality:</u></strong> Products manufactured and tested to meet industry standards for safety and reliability.</p><p><strong><u>Wide Compatibility</u>:</strong> Components suitable for multiple vehicle types and applications.</p><p><strong><u>Technical Expertise</u>:</strong> Professional support to help select the right parts for optimal performance.</p><p><br></p><p><strong>At General Technological Enterprises, we combine quality, innovation, and dependable service to deliver automobile electrical solutions you can trust. Partner with us for components that ensure performance, safety, and long-term reliability.</strong></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>",general-technological-enterprises-karnal,,,,,,"H.NO-2015, SECTOR-13, KARNAL",KARNAL,Haryana,India,132001.0,
E9A62FCB-C467-403B-979A-2392D0955DBF,SAHA ASBESTOS ENTERPRISE,CA55CEED-D557-4059-83E9-3D01A01296DE,"<p></p><h1><strong>At&nbsp;Saha&nbsp;Asbestos&nbsp;Enterprise,&nbsp;we&nbsp;combine&nbsp;quality&nbsp;products,&nbsp;dependable&nbsp;service,&nbsp;and&nbsp;industry&nbsp;expertise&nbsp;to&nbsp;deliver&nbsp;door&nbsp;and&nbsp;window&nbsp;solutions&nbsp;you&nbsp;can&nbsp;trust.&nbsp;Choose&nbsp;us&nbsp;for&nbsp;durable,&nbsp;functional,&nbsp;and&nbsp;long-lasting&nbsp;structural&nbsp;products.</strong></h1><p></p><p></p><p></p><p></p><p></p><p></p><p></p>",saha-asbestos-enterprise-door-window-frame-panel-shutters-nirmal-chandra-street-and-jadunath-dey-rd-crossing-kolkata,Reliable Door & Window Solutions for Modern Infrastructure.,"Leading distributor of premium, durable door and window components for residential, commercial, and industrial building projects.","SAHA ASBESTOS ENTERPRISE is a trusted name in the building materials industry, specializing in high-performance door systems, window frames, panels, and shutters. Engineered for longevity and structural integrity, our solutions cater to diverse architectural needs. We are proud to be part of the providing seamless B2B access to quality-assured construction supplies. Our commitment is to deliver functional excellence and aesthetic value to every structural opening.","Empowering modern construction with durable, precision-engineered structural solutions.",Premium Quality & Durability,"1, JADU NATH DEY ROAD, BOWBAZAR",KOLKATA,West Bengal,India,700012.0,Nirmal Chandra Street and Jadunath Dey Rd crossing
Versatile Industry Applications,,,,,,,,,,,,,,,
Precision-Engineered Components,,,,,,,,,,,,,,,
Exert Technical Guidance,1,,,,,,,,,,,,,,
3850ADE9-930A-4ACC-A258-23A12E9A5F70,LAXMI MARBLE & TILES,DF1E923B-44B1-46C6-83CC-67FB8212BFF4,"<h2><strong><em>LAXMI MARBLE &amp; TILES</em></strong></h2><h3><strong><em>Stone Tiles &amp; Floorings | Stone Tiles</em></strong></h3><p><br></p><p><strong><em>LAXMI MARBLE &amp; TILES</em></strong><em> is a trusted supplier and distributor of high-quality </em><strong><em>Stone Tiles and Flooring Solutions</em></strong><em>, offering durable and elegant materials for residential and commercial spaces. With strong industry experience and a commitment to excellence, we provide natural stone products that combine timeless beauty with long-lasting strength.</em></p><p><br></p><h2><strong><em>Our Product Range</em></strong></h2><h3>🔹 <em>Stone Tiles</em></h3><p><em>Natural Stone Tiles</em></p><p><em>Granite Tiles</em></p><p><em>Sandstone Tiles</em></p><p><br></p><h3>🔹 <em>Stone Flooring</em></h3><p><em>Indoor Stone Flooring</em></p><p><em>Outdoor Stone Pavers</em></p><p><em>Polished Stone Flooring</em></p><p><br></p><h2><strong><em>Why Choose Us</em></strong></h2><p><em>✔ Premium Quality Natural Stones</em></p><p><em> ✔ Wide Variety of Designs &amp; Finishes</em></p><p><em> ✔ Durable &amp; Long-Lasting Materials</em></p><p><br></p><h2><strong><em>Quality Assurance</em></strong></h2><p><em>At </em><strong><em>LAXMI MARBLE &amp; TILES</em></strong><em>, quality is our priority. We ensure:</em></p><p><em>Careful selection of high-grade stone blocks</em></p><p><em>Precision cutting and polishing</em></p><p><br></p><h2><strong><em>Our Vision</em></strong></h2><p><em>To become a leading and reliable name in the stone and flooring industry by delivering superior quality products and exceptional customer satisfaction.</em></p><p><br></p><p><em>With dedication to craftsmanship and quality standards, </em><strong><em>LAXMI MARBLE &amp; TILES</em></strong><em> continues to transform spaces with premium stone tiles and flooring solutions that stand the test of time.</em></p><p><br></p><p><br></p><p><br></p>",laxmi-marble-&-tiles-kolkata,,,,,,"38A/7, JYOTISH ROY ROAD, NEW ALIPORE",KOLKATA,West Bengal,India,700053.0,
6E871E7F-3867-4D16-871F-250A2DBBBAC1,SAUMYA ELECTRICALS INDUSTRIES,03AD2C00-9A34-4185-887A-F4657216BF78,"<p>Manufacturing&nbsp;of&nbsp;solar&nbsp;steel&nbsp;structure,&nbsp;solar&nbsp;ACDB,&nbsp;DCDB,&nbsp;EARTHING&nbsp;MATRIALS&nbsp;AND&nbsp;PNGPIPE&nbsp;CLAMPS</p>",saumya-electricals-industries-solar-renewable-energy-energy-conservation-products-new-delhi,Reliable Solar Mounting & Electrical Infrastructure Solutions,"Manufacturer of solar steel structures, ACDB, DCDB, earthing materials, and PNG pipe clamps for industrial and solar projects.","SAUMYA ELECTRICALS INDUSTRIES is a trusted manufacturer of solar steel structures, Solar ACDB, DCDB, earthing materials, and PNG pipe clamps. We deliver durable, precision-engineered products that support solar power installations, electrical infrastructure, and industrial projects with quality and reliability.",To power sustainable growth through innovative solar and electrical solutions.,Quality-Assured Manufacturing,"HOUSE NO 126, SEC-5 BLOCK-C, ROHINI",NEW DELHI,Delhi,India,110085.0,
Durable Industrial-Grade Products,,,,,,,,,,,,,,,
Customized Project Solutions,,,,,,,,,,,,,,,
Reliable Solar Infrastructure Components,1,,,,,,,,,,,,,,
0A70184D-DCB8-4A80-B850-2714FA296F5F,AMAN REFRIGERATION,7BFDB957-9655-4C86-9FB6-CEC104E9D013,"<h1><strong>At&nbsp;Aman&nbsp;Refrigeration,&nbsp;we&nbsp;combine&nbsp;quality&nbsp;products,&nbsp;technical&nbsp;expertise,&nbsp;and&nbsp;reliable&nbsp;service&nbsp;to&nbsp;keep&nbsp;your&nbsp;spaces&nbsp;cool&nbsp;and&nbsp;comfortable.&nbsp;Choose&nbsp;us&nbsp;for&nbsp;efficient,&nbsp;dependable,&nbsp;and&nbsp;cost-effective&nbsp;cooling&nbsp;solutions&nbsp;you&nbsp;can&nbsp;trust.</strong></h1><p></p><p></p><p></p><p></p><p></p><p></p><p></p>",aman-refrigeration-domestic-fans-ac-coolers-parts-near-shiv-mandir-faridabad,"Reliable Cooling Solutions for Homes, Offices & Commercial Spaces","Trusted supplier of fans, air conditioners, coolers, and refrigeration parts with reliable service and support.","AMAN REFRIGERATION is a trusted provider of domestic fans, air conditioners, air coolers, and refrigeration parts. We offer energy-efficient cooling solutions and dependable products designed to deliver comfort, performance, and long-lasting reliability for residential and small commercial applications.",To be a preferred provider of reliable and energy-efficient cooling solutions.,Quality Cooling Products,"ANKHIR CHOWK, SECTOR-21D, BADKHAL CHOWK",FARIDABAD,Haryana,India,121012.0,NEAR SHIV MANDIR
Trusted Brands & Components,,,,,,,,,,,,,,,
Skilled Technical Expertise,,,,,,,,,,,,,,,
Reliable Service Support,1,,,,,,,,,,,,,,
3C025E6A-C528-482F-91C9-2757F5CD504C,STEEL GUARD (INDIA),D9955ED9-7689-483C-8F80-7C23CA7E679D,"<p><strong>STEEL&nbsp;GUARD&nbsp;(INDIA)&nbsp;—&nbsp;strength,&nbsp;precision,&nbsp;and&nbsp;reliability&nbsp;in&nbsp;every&nbsp;connection.</strong></p><p></p>",steel-guard-india-industrial-pipe-tube-fittings-barabajar-kolkata-kolkata,Reliable Industrial Pipe & Tube Fittings for Every Industry,"Trusted supplier of industrial pipe and tube fittings, delivering quality, precision, and reliable piping solutions.","STEEL GUARD (INDIA) is a reputed supplier and distributor of industrial pipe and tube fittings, offering elbows, tees, reducers, flanges, couplings, unions, pipe nipples, and tube fittings. We provide durable, precision-engineered products that meet the operational and safety requirements of diverse industries.",To be a trusted leader in industrial piping and fitting solutions.,Premium Quality Pipe & Tube Fittings,"GROUND FLOOR, ROOM NO 59, 40 STRAND ROAD, KOLKATA",KOLKATA,West Bengal,India,700001.0,"Barabajar , Kolkata "
Wide Product Range Available,,,,,,,,,,,,,,,
Precision-Engineered Components,,,,,,,,,,,,,,,
Reliable Industrial Solutions,1,,,,,,,,,,,,,,
2BFBC4C8-2718-49EC-91CC-293BEC18D129,UNIQUE FURNITURE,F7E0674A-E631-4B24-986B-30C9AD0DE753,<p><strong>Deals in office &amp; Domestic furniture .</strong></p>,,,,,,,"20, LU HSUN SARANI, KOLKATA",KOLKATA,West Bengal,India,700073.0,
,,,,,,,,,,,,,,,
PANCARD copy needs to be uploaded,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
By Laxmi,AOZPA6542A,CMP1774281447908,/Uploads/Company/UNIQUE_FURNITURE/3a62c6c2-96cd-43ec-9e1f-3554a8434421.jpg,,,,,,,,,,,,
34FD1189-EAB2-4548-9206-2C116D430F15,RANA ELECTRONICS,9E6534BA-667E-4583-ADEA-9435AEFF48E1,"<h1><em>RANA ELECTRONICS</em></h1><p><strong><em>Precision Electronics for Reliable Performance</em></strong></p><p><strong>Rana Electronics is a trusted manufacturer and supplier of PCB modules and circuit boards, delivering high-quality electronic solutions for a wide range of applications. With a strong focus on precision, reliability, and innovation, we support industries with dependable electronic components.</strong></p><h3><br></h3><h4>Our Product Range</h4><p><strong><u>PCB Modules</u>:</strong> Efficient and reliable modules designed for consistent performance.</p><p><strong><u>Printed Circuit Boards (PCBs):</u></strong> High-quality circuit boards manufactured to meet industry standards.</p><p><strong><u>Custom PCB Solutions:</u></strong> Tailor-made PCB designs and assemblies as per client specifications.</p><p><br></p><h4>Why Choose Us</h4><p><strong><u>Superior Quality:</u></strong> Strict quality control ensuring durability and reliable electrical performance.</p><p><strong><u>Technical Expertise:</u></strong> Skilled team offering support from design to final production.</p><p><strong><u>Customization Capability</u>:</strong> Flexible solutions to match exact technical requirements.</p><p><br></p><p><strong>At Rana Electronics, we combine technical expertise, quality manufacturing, and reliable service to deliver PCB solutions you can trust. Partner with us for precision-engineered circuit boards that power performance and innovation.</strong></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>",rana-electronics-chandney-chowk-market-kolkata,,,,,,"7, CHANDNEY APPROACH, CHANDNI CHOWK MARKET",KOLKATA,West Bengal,India,700072.0,Chandney Chowk Market
0872B9D2-A6AA-4AB8-89A1-2CF44FCCB576,SAMRAT HARDWARE,19437D1E-8B4E-4511-ADDA-2831844CCFD6,"<h2><strong><em>SAMRAT HARDWARE</em></strong></h2><p><strong><em>Wash Basins, Sanitaryware &amp; Fittings</em></strong></p><h2><br></h2><p><strong><em>SAMRAT HARDWARE</em></strong><em> is a reliable and trusted supplier of premium-quality </em><strong><em>Wash Basins, Sanitaryware, and Bathroom Fittings</em></strong><em>, offering stylish, durable, and modern solutions for residential and commercial spaces. With a strong commitment to quality and customer satisfaction, we provide products that combine functionality with elegant design.</em></p><p><br></p><h2><strong><em>Product Range</em></strong></h2><p><em>We offer a comprehensive range including:</em></p><p><em>Ceramic Wash Basins</em></p><p><em>Designer &amp; Table Top Basins</em></p><p><em>Wall Hung Basins</em></p><p><em>One Piece &amp; Two Piece Toilets</em></p><p><br></p><h2><strong><em>Why Choose Us</em></strong></h2><p><em>✔ Premium Quality Products</em></p><p><em> ✔ Modern &amp; Elegant Designs</em></p><p><em> ✔ Competitive Pricing</em></p><p><em> ✔ Reliable Supply &amp; Timely Delivery</em></p><p><br></p><h2><strong><em>Quality Assurance</em></strong></h2><p><em>At SAMRAT HARDWARE, quality is our top priority. Our products undergo:</em></p><p><em>Durability testing</em></p><p><em>Surface finish inspection</em></p><p><br></p><p><strong><em>SAMRAT HARDWARE</em></strong><em> is dedicated to delivering dependable sanitaryware and fittings that enhance comfort, style, and performance. With quality products and professional service, we continue to build long-term trust with our customers.</em></p><p><br></p><p><em>Style. Strength. Sanitary Excellence.</em></p><p><br></p>",samrat-hardware-action-area-1a-kolkata,,,,,,"GROUND FLOOR, PLOT NO. AI 111, Action Area 1A, NEAR 3 NO. TANK, MA ROAD, New Town",KOLKATA ,West Bengal,India,700156.0,Action Area 1A
DDC2F246-A2F4-4591-BEB5-2D36E763A932,Aatmos life sciences,2CDD880E-4B05-4FBB-A998-32243F874655,"<p><strong>Aatmos&nbsp;Life&nbsp;Sciences&nbsp;is&nbsp;a&nbsp;quality-driven&nbsp;company&nbsp;specializing&nbsp;in&nbsp;Nutraceuticals&nbsp;&amp;&nbsp;Dietary&nbsp;Supplements,&nbsp;committed&nbsp;to&nbsp;promoting&nbsp;health,&nbsp;wellness,&nbsp;and&nbsp;preventive&nbsp;care&nbsp;through&nbsp;scientifically&nbsp;formulated&nbsp;products.&nbsp;We&nbsp;focus&nbsp;on&nbsp;delivering&nbsp;safe,&nbsp;effective,&nbsp;and&nbsp;high-quality&nbsp;nutraceutical&nbsp;solutions&nbsp;designed&nbsp;to&nbsp;support&nbsp;overall&nbsp;well-being.</strong></p><p></p>",aatmos-life-sciences-nutraceuticals-dietary-supplements-karnal,"Advanced Nutraceutical Solutions for Better Health, Immunity & Wellness","Trusted provider of nutraceuticals and dietary supplements designed to support health, immunity, and overall well-being.","Aatmos Life Sciences is a quality-focused nutraceutical company offering scientifically formulated dietary supplements and wellness products. We specialize in multivitamins, immunity boosters, protein supplements, and herbal nutraceuticals that promote preventive healthcare, balanced nutrition, and healthier lifestyles.",To be a leading nutraceutical company delivering innovative and trusted health solutions.,Scientifically Formulated Products,"WARD-5, OLD DURGA COLONY, NEAR INDIAN BANK, VILLAGE PHOOSGARH",KARNAL,Haryana,India,132001.0,
Premium Quality Ingredients,,,,,,,,,,,,,,,
GMP-Compliant Manufacturing,,,,,,,,,,,,,,,
Strict Quality Control Standards,1,,,,,,,,,,,,,,
B0710D0A-ED9B-455E-9603-2D94AD27D73C,THE MACHINE STORE,6009E681-B9B4-4C11-91C9-6E9C0519B9B3,"<p><strong>THE&nbsp;MACHINE&nbsp;STORE,&nbsp;we&nbsp;believe&nbsp;in&nbsp;powering&nbsp;industries&nbsp;with&nbsp;quality&nbsp;machines&nbsp;that&nbsp;drive&nbsp;growth&nbsp;and&nbsp;productivity.&nbsp;Through&nbsp;our&nbsp;commitment&nbsp;to&nbsp;excellence,&nbsp;reliability,&nbsp;and&nbsp;customer&nbsp;satisfaction,&nbsp;we&nbsp;continue&nbsp;to&nbsp;build&nbsp;strong&nbsp;and&nbsp;lasting&nbsp;business&nbsp;relationships.</strong></p><p></p><p></p>",the-machine-store-machines-equipments-kolkata-gc-avenue-kolkata,Powering Industries with Reliable Machines & Industrial Equipment,"Trusted supplier of industrial machines, construction equipment, workshop machinery, and manufacturing solutions.","THE MACHINE STORE is a reliable supplier and distributor of industrial machines and equipment. We provide construction equipment, workshop machinery, and manufacturing solutions designed for durability, efficiency, and high performance, helping industries improve productivity and operational excellence.",To be a trusted partner in delivering advanced industrial machinery solutions.,Wide Range of Machines Available,"36, GANESH CHANDRA AVENUE, GANESH CHANDRA",KOLKATA,West Bengal,India,700013.0,KOLKATA G.C. Avenue. 
Premium Quality Equipment,,,,,,,,,,,,,,,
Trusted Brands & Solutions,,,,,,,,,,,,,,,
Competitive Market Pricing,1,,,,,,,,,,,,,,
0DB1B935-CD52-41FA-B7BB-30A6BA8C5BA7,RADHARANI NATURAL MARBLE PRIVATE LIMITED,DF1E923B-44B1-46C6-83CC-67FB8212BFF4,"<p>Premium Natural Stones, Stone tiles and flooring solutions</p><p><br></p><h1><em>RADHARANI NATURAL MARBLE PRIVATE LIMITED</em></h1><p><strong><em>Natural Beauty, Lasting Strength</em></strong></p><p><strong>Radharani Natural Marble Private Limited is a trusted name in stone tiles and flooring solutions, offering premium natural stones that combine elegance, durability, and timeless appeal. With a strong focus on quality and customer satisfaction, we cater to residential, commercial, and architectural projects of all sizes.</strong></p><p><br></p><h4>Our Product Range</h4><p><strong><u>Stone Tiles &amp; Floorings</u>:</strong> High-quality natural stone tiles for floors, walls, and outdoor applications.</p><p><strong><u>Marble &amp; Natural Stones:</u></strong> Elegant and durable stones that enhance aesthetics and add value to spaces.</p><h3><br></h3><h4>Why Choose Us</h4><p><strong><u>Premium Quality Stones</u>:</strong> Carefully sourced and processed for strength, durability, and natural beauty.</p><p><strong><u>Wide Selection</u>:</strong> Extensive range suitable for modern, classic, and contemporary designs.</p><p><strong><u>Expert Guidance</u>:</strong> Professional support to help clients select the right stone for their applications.</p><p><br></p><p><strong>At Radharani Natural Marble Private Limited, we combine quality materials, design excellence, and reliable service to deliver stone flooring solutions that stand the test of time. Choose us for natural stone products that elevate every space with elegance and strength.</strong></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><h3><br></h3>",radharani-natural-marble-private-limited-kolkata,,,,,,"6th Floor, 83/2/1 Room No-602, Topsia Road South, Kolkata",KOLKATA,West Bengal,India,700046.0,
DC0F6D3F-D9AA-4D71-9739-317E77DF8238,Everlux Automotives Private limited,F2A72F2F-AF65-4ED7-8724-1BE79747B838,"<h2><strong><em>Everlux Automotives Private Limited</em></strong></h2><p><strong><em>Automotive Lights &amp; Lighting Parts</em></strong></p><p><br></p><p><strong><em>Everlux Automotives Private Limited</em></strong><em> is a leading manufacturer and supplier of high-performance </em><strong><em>Automotive Lights and Lighting Parts</em></strong><em>, delivering innovative and reliable lighting solutions for the automotive industry. We combine advanced technology with precision engineering to ensure safety, visibility, and modern aesthetics for all types of vehicles.</em></p><p><br></p><h2><strong><em>Our Product Range</em></strong></h2><p><em>We offer a wide variety of automotive lighting products, including:</em></p><p><em>LED Headlights</em></p><p><em>Tail Lights &amp; Brake Lights</em></p><p><em>Fog Lamps</em></p><p><em>Indicator &amp; Signal Lights</em></p><p><em>Interior Cabin Lights</em></p><p><br></p><h2><strong><em>Why Choose Everlux Automotives Private Limited</em></strong></h2><p><em>✔ Advanced Manufacturing Technology</em></p><p><em> ✔ Strict Quality Control Standards</em></p><p><em> ✔ Competitive Pricing</em></p><p><em> ✔ Custom Design &amp; OEM Solutions</em></p><p><br></p><h2><strong><em>Our Vision</em></strong></h2><p><em>To become a trusted global provider of innovative automotive lighting solutions that enhance road safety and vehicle performance.</em></p><p><br></p><p><em>At </em><strong><em>Everlux Automotives Private Limited</em></strong><em>, we are committed to delivering cutting-edge </em><strong><em>Automotive Lighting Solutions</em></strong><em> that combine performance, safety, and style.</em></p><p><br></p><h3><strong><em>Brighter Roads. Safer Journeys. Superior Quality.</em></strong></h3><p><br></p>",everlux-automotives-private-limited-new-delhi,,,,,,"M- 120, Street no. 8,  Shastri Nagar, Delhi",NEW DELHI,Delhi,India,110052.0,
A98F7A71-FBAA-4289-904C-31C6626C2F24,Indian Biozone,2CDD880E-4B05-4FBB-A998-32243F874655,"<p><strong>Indian Biozone has its own ISO 9001:2008 certified state-of-the-art has its own state-of-the-art manufacturing facilities, ensuring compliance with the latest GMP and revised Schedule-M norms, such measures including strong quality control techniques and safe production processes underscore the commitment of the company towards quality.</strong></p><p><strong>We provide a wide variety of nutraceutical, Ayurvedic and herbal products on third party arrangements, each of which is crafted frame by frame to get the highest quality of excellence.</strong></p><p><br></p><h4><strong><em><u>Our Product Range</u></em></strong></h4><p><strong>We offer a comprehensive range of:</strong></p><p>Multivitamin &amp; Multimineral Supplements</p><p>Herbal &amp; Ayurvedic Supplements</p><p>Immunity Boosters</p><p><br></p><h4><strong><em><u>Why Choose Us</u></em></strong></h4><p>✔ Scientifically Formulated Products</p><p>✔ High-Quality Raw Ingredients</p><p>✔ Safe &amp; Effective Compositions</p><p><br></p><h4><strong><em><u>Quality Assurance</u></em></strong></h4><p><strong>Quality and safety are the core pillars of Indian Biozone. We ensure:</strong></p><p>Compliance with regulatory standards</p><p>Stringent quality control at every stage</p><p>Tested raw materials and finished products</p><p><br></p><p><strong>Indian Biozone is committed to improving lives through reliable and high-quality nutraceutical solutions. With our dedication to excellence, innovation, and customer satisfaction, we continue to build strong relationships in the health and wellness industry.</strong></p><p><br></p><p><br></p><p><br></p><h1><br></h1>",indian-biozone-karnal,,,,,,"FIRST FLOOR, 86, HSIIDC, SECTOR-3, KARNAL",KARNAL,Haryana,India,132001.0,
71960A64-6ABD-498F-8E7E-332A36A2471A,M/S SUPREME MARKETING,19437D1E-8B4E-4511-ADDA-2831844CCFD6,"<h3><strong>M/S&nbsp;SUPREME&nbsp;MARKETING&nbsp;continues&nbsp;to&nbsp;grow&nbsp;as&nbsp;a&nbsp;preferred&nbsp;supplier&nbsp;of&nbsp;wash&nbsp;basins,&nbsp;sanitaryware,&nbsp;and&nbsp;fittings.</strong></h3><p></p><p></p>",ms-supreme-marketing-wash-basins-sanitaryware-fittings-metal-market-barabajar-kolkata,Premium Sanitaryware & Bathroom Fittings for Modern Living Spaces,"Trusted supplier of wash basins, sanitaryware, bathroom fittings, and accessories for residential and commercial projects.","M/S SUPREME MARKETING is a reliable supplier of wash basins, sanitaryware, and bathroom fittings. We offer stylish, durable, and functional bathroom solutions designed to enhance comfort, hygiene, and aesthetics for residential, commercial, hospitality, and institutional projects.",To provide innovative and quality bathroom solutions for every modern space.,Premium Quality Bathroom Products,"GROUND FLOOR, SHOP NO. 34, 157, NETAJI SUBHAS ROAD, KOLKATA",KOLKATA,West Bengal,India,700001.0,Metal Market Barabajar 
Stylish & Functional Designs,,,,,,,,,,,,,,,
Wide Product Selection,,,,,,,,,,,,,,,
Durable & Reliable Solutions,1,,,,,,,,,,,,,,
B26AC706-39AC-492E-B010-3417D0049AF3,OM SUNDARAM ENTERPRISE,DF1E923B-44B1-46C6-83CC-67FB8212BFF4,"<h1><em>OM SUNDARAM ENTERPRISE</em></h1><p><strong>OM SUNDARAM ENTERPRISE is a trusted and growing name in the stone industry, specializing in premium Stone Tiles &amp; Floorings. With a strong commitment to quality, durability, and aesthetic excellence, we cater to residential, commercial, and industrial projects across diverse segments.</strong></p><p><br></p><h4>OUR PRODUCT RANGE</h4><p><strong>We offer a carefully selected range of Stone Tiles &amp; Flooring Solutions, including:</strong></p><p>Natural Stone Tiles</p><p>Stone Flooring Tiles</p><p>Interior &amp; Exterior Stone Applications</p><p><br></p><h4>WHY CHOOSE OM SUNDARAM ENTERPRISE</h4><p>✔ Premium Quality Stones</p><p>✔ Wide Range of Designs &amp; Finishes</p><p>✔ Strong &amp; Long-Lasting Flooring Solutions</p><p>✔ Competitive Pricing</p><p><br></p><h4><strong>QUALITY ASSURANCE</strong></h4><p><strong>Quality is at the core of everything we do. From sourcing raw materials to final delivery, our stone tiles undergo strict quality checks to ensure uniform texture, superior finish, and high durability.</strong></p><p><br></p><p><strong>With a reputation built on trust, quality, and service excellence, OM SUNDARAM ENTERPRISE continues to set benchmarks in the stone tiles and flooring industry. We look forward to adding value and elegance to every space we serve.</strong></p><p><br></p><p><br></p><p><br></p>",om-sundaram-enterprise-kolkata,,,,,,"AD 1, P.O. - GOURANGA NAGAR, P.S. - BAGUIHATI",KOLKATA,West Bengal,India,700159.0,
2F4F811C-09BB-4571-8083-3446B91ABDFF,JHARKHAND ALUMINIUM,5BF910EE-0B36-47B8-92A3-BD9A0A10F9C6,"<h2><strong><em>JHARKHAND ALUMINIUM</em></strong></h2><p><br></p><p><strong><em>JHARKHAND ALUMINIUM</em></strong><em> is a reliable supplier and trader of high-quality </em><strong><em>Steel Pipes and Tubes</em></strong><em>, catering to the needs of construction, industrial, infrastructure, and fabrication sectors. We are committed to delivering durable, precision-engineered piping solutions that ensure strength, safety, and long-term performance.</em></p><p><br></p><h2><strong><em>Our Product Range</em></strong></h2><p><em>MS Steel Pipes</em></p><p><em>GI Pipes</em></p><p><em>ERW Pipes</em></p><p><em>Seamless Steel Tubes</em></p><p><em>Structural Steel Tubes</em></p><p><br></p><h2><strong><em>Why Choose JHARKHAND ALUMINIUM?</em></strong></h2><p><em>✔ High-Grade Steel Materials</em></p><p><em> ✔ Accurate Dimensions &amp; Finishing</em></p><p><em> ✔ Corrosion-Resistant &amp; Durable Products</em></p><p><em> ✔ Competitive Pricing</em></p><p><em> ✔ Bulk Supply Capability</em></p><p><br></p><h2><strong><em>Quality Assurance</em></strong></h2><p><em>At JHARKHAND ALUMINIUM, all steel pipes and tubes are sourced and supplied in compliance with industry standards. We ensure strict quality checks for strength, thickness accuracy, durability, and performance before dispatch.</em></p><p><br></p><h2><strong><em>Our Vision</em></strong></h2><p><em>To be a trusted name in the steel piping industry by providing dependable products, transparent business practices, and long-term customer relationships.</em></p><p><br></p><h3><strong><em>JHARKHAND ALUMINIUM – Strength You Can Rely On.</em></strong></h3>",jharkhand-aluminium-dalal-tola-ramgarh,,,,,,"SARAM, DALAL TOLA, SARAM PURVI, Hasir",RAMGARH,Jharkhand,India,829111.0,DALAL TOLA
